LocalAuthority,IndicatorCode,Year,LA_IndicatorCash,LA_NumeratorCash,LA_DenominatorCash,Scotland_IndicatorCash,Scotland_NumeratorCash,Scotland_DenominatorCash,IndicatorCash_FG,NumeratorCash_FG,DenominatorCash_FG,FamilyGroup
Aberdeenshire,SW04d,2019-20,0.792655,,,0.754273,,,0.7906055,,,Least Deprived
Aberdeenshire,SW04d,2021-22,0.7413,,,0.7059,,,0.713425,,,Least Deprived
Aberdeenshire,SW04e,2013-14,0.4166,,,0.4295,,,0.4320125,,,Least Deprived
Aberdeenshire,SW04e,2015-16,0.3975,,,0.4003,,,0.4284,,,Least Deprived
Aberdeenshire,SW04e,2017-18,0.3682,,,0.3655,,,0.4015125,,,Least Deprived
Aberdeenshire,SW04e,2019-20,0.366099,,,0.342778,,,0.37952875,,,Least Deprived
Aberdeenshire,SW04e,2021-22,0.3066,,,0.2969,,,0.340425,,,Least Deprived
Aberdeenshire,SW05,2010-11,388.49,27272,1350,427.9221,690923,31050,626.6534875,21824.75,988.75,Least Deprived
Aberdeenshire,SW05,2011-12,427.4217,30005,1350,439.8456,703313,30750,667.508875,22380.875,962.5,Least Deprived
Aberdeenshire,SW05,2012-13,415.6092,29608,1370,430.3631,676961,30250,684.511725,21608.625,947.5,Least Deprived
Aberdeenshire,SW05,2013-14,453.3825,33242,1410,426.479,683714,30830,657.65185,22693.375,972.5,Least Deprived
Aberdeenshire,SW05,2014-15,408.7425,29969,1410,440.4885,699760,30550,645.982175,22661.375,966.25,Least Deprived
Aberdeenshire,SW05,2015-16,403.989,31091,1480,450.1248,721622,30830,668.5639,23027.5,970,Least Deprived
Aberdeenshire,SW05,2016-17,445.9681,33626,1450,469.6702,749293,30680,703.9049125,22830.625,958.75,Least Deprived
Aberdeenshire,SW05,2017-18,452.7356,33430,1420,482.7394,764620.6285,30460,671.1706875,22696.75,966.25,Least Deprived
Aberdeenshire,SW05,2018-19,515.2948,40193,1500,521.3833,802784.1762,29610,724.4984875,26870.5,995,Least Deprived
Aberdeenshire,SW05,2019-20,591.356,45972.0168,1495,539.1006,844500.9438,30125,740.5059625,27785.5617,1000,Least Deprived
Aberdeenshire,SW05,2020-21,644.8375,47111.8301,1405,637.5842,940507.0058,28367.5,920.4926,33026.11438,913.75,Least Deprived
Aberdeenshire,SW05,2021-22,483.2442,35243,1402.5,653.0677,949083.6043,27947.5,965.838175,31748.5,900.3125,Least Deprived
Aberdeenshire,SW06,2010-11,80.63282795,3058,37925,89.68125553,90012,1003688,81.86410542,2421.25,27252.25,Least Deprived
Aberdeenshire,SW06,2011-12,75.2039555,3042,40450,92.53504916,94788,1024347,83.31524468,2504.625,28264.375,Least Deprived
Aberdeenshire,SW06,2012-13,79.98745295,3315,41444,93.46901193,96841,1036076,84.04432683,2591.375,28976.5,Least Deprived
Aberdeenshire,SW06,2013-14,83.24903156,3374,40529,95.27815015,100358,1053316,84.09464091,2647.75,29182.125,Least Deprived
Aberdeenshire,SW06,2014-15,86.45193017,3516,40670,97.15186679,103949,1069964,90.03065707,2818.75,29559,Least Deprived
Aberdeenshire,SW06,2015-16,82.87292818,3510,42354,98.08211267,105984,1080564,90.0709598,2868.375,30058.25,Least Deprived
Aberdeenshire,SW06,2016-17,85.49044649,3481,40718,100.960923,108040,1070117,91.16982732,2848.375,29022.25,Least Deprived
Aberdeenshire,SW06,2017-18,91.84517099,3666,39915,102.8431528,107663,1046866,92.50033733,2857.5,28385.75,Least Deprived
Aberdeenshire,SW06,2018-19,97.46944571,3844,39438,103.4162212,109915,1062841,93.15537518,2897.375,28523.375,Least Deprived
Aberdeenshire,SW06,2019-20,95.61035758,3877,40550,104.8890549,112873,1076118,92.8080582,3045.125,29322.25,Least Deprived
Aberdeenshire,SW06,2020-21,119.8494531,3057,25507,120.1999867,91887,764451,110.6944206,2564.875,20935.5,Least Deprived
Aberdeenshire,SW06,2021-22,100.955521,3307,32757,106.7436453,98102,919043,95.63655087,2610.375,24945.625,Least Deprived
Aberdeenshire,SW06,2022-23,91.88152923,3307,35992,101.6757819,94572,930133,90.00043744,2468.5,25638.75,Least Deprived
Aberdeenshire,SW07,2011-12,0.786982249,,,0.808661194,,,0.809811246,,,Least Deprived
Aberdeenshire,SW07,2012-13,0.816568047,,,0.802121128,,,0.808582893,,,Least Deprived
Aberdeenshire,SW07,2013-14,0.751879699,,,0.802,,,0.765232186,,,Least Deprived
Aberdeenshire,SW07,2014-15,0.774647887,,,0.812234043,,,0.816974111,,,Least Deprived
Aberdeenshire,SW07,2015-16,0.775229358,,,0.829378531,,,0.812440742,,,Least Deprived
Aberdeenshire,SW07,2016-17,0.879464286,,,0.838,,,0.856381294,,,Least Deprived
Aberdeenshire,SW07,2017-18,0.868932039,,,0.853846154,,,0.870168042,,,Least Deprived
Aberdeenshire,SW07,2018-19,0.857740586,,,0.82173663,,,0.861169235,,,Least Deprived
Aberdeenshire,SW07,2019-20,0.878787879,,,0.817997097,,,0.859157078,,,Least Deprived
Aberdeenshire,SW07,2020-21,0.908,,,0.825,,,0.869375,,,Least Deprived
Aberdeenshire,SW07,2021-22,0.76635514,,,0.757977122,,,0.79586852,,,Least Deprived
Aberdeenshire,SW07,2022-23,0.72,,,0.75,,,0.77,,,Least Deprived
Angus,C&L01,2010-11,1.96,3074,1568948,3.55,161442,45459818,3.095,4287.5,1393280.5,3
Angus,C&L01,2011-12,1.76,2548,1450100,3.23,155520,48202343,2.74875,4003.375,1415648.375,3
Angus,C&L01,2012-13,1.78,2376,1332704,3.14,162008,51624697,2.8275,3887.625,1456944.25,3
Angus,C&L01,2013-14,1.56,2387,1531278,3.19,170069,53320837,2.835,4336,1615756.625,3
Angus,C&L01,2014-15,1.65,2477,1504480,2.96,156176,52705262,2.485,3668.25,1536497.75,3
Angus,C&L01,2015-16,1.54,2385,1544597,2.92,154934,53084305,2.5,3740,1557697,3
Angus,C&L01,2016-17,2.74,4100,1493826,2.9,156805,54042338,2.60625,4054.625,1608040.375,3
Angus,C&L01,2017-18,2.27,3559,1564591,2.72,146756,53992733,2.55375,3679.625,1546902.375,3
Angus,C&L01,2018-19,2.49,3586,1442580,2.61,142450,54526069,2.28375,3569.625,1594924.75,3
Angus,C&L01,2019-20,2.87,3509,1222627,2.74,142479.552,52045545,2.47875,3538.5,1497042.25,3
Angus,C&L01,2020-21,113.11,2964,26205,40.3,183834,4561548,54.675,4172,119839.625,3
Angus,C&L01,2021-22,6.3,3565,565544,6.44,170677,26512151,6.9575,3542.625,708714.5,3
Angus,C&L02,2010-11,3.36,1939,576764,3.41,108363,31800305,3.46375,2170.875,625651.875,3
Angus,C&L02,2011-12,3.3,1776,537703,3.26,104498,32074635,2.9875,1901.75,630243.75,3
Angus,C&L02,2012-13,3.69,1713,464415,3.15,104157,33066250,3.1825,2068,634184.75,3
Angus,C&L02,2013-14,3.84,1774,461476,2.57,103957,40415254,3.065,2113.625,695251.125,3
Angus,C&L02,2014-15,3.97,1754,441891,2.45,100317,40898758,2.955,2053.875,713078.25,3
Angus,C&L02,2015-16,4.37,1750,400824,2.45,100980,41281169,3.05875,2081.25,675001.375,3
Angus,C&L02,2016-17,1.58,590,372429,1.98,92761,46773860,2.06875,1608.625,767492.875,3
Angus,C&L02,2017-18,1.57,547,348582,2.07,89568,43252956,1.98625,1559.125,821583.375,3
Angus,C&L02,2018-19,1.32,495,374892,2.05,90328,44030770,2.29375,1778.125,860252.5,3
Angus,C&L02,2019-20,1.12,432,385139,1.99,89908.2567,45152917,2.52625,1772.125,743851.125,3
Angus,C&L02,2020-21,6.41,694,108204,2.88,86023,29888610,5.9375,1549.875,306198.125,3
Angus,C&L02,2021-22,3.58,551,154088,2.91,89241,30702692,4.14375,1764.125,580758.375,3
Angus,C&L03,2010-11,18.69,959,51301,4.2,38949,9270129,9.583333333,483.6666667,88617.83333,3
Angus,C&L03,2011-12,8.27,919,111154,3.47,40650,11707609,7.156666667,479.1666667,100236.1667,3
Angus,C&L03,2012-13,5.08,781,153830,3.58,39790,11102498,6.043333333,497.1666667,115875.5,3
Angus,C&L03,2013-14,4.59,779,169726,3.34,39021,11670085,4.38,488.8333333,134035.8333,3
Angus,C&L03,2014-15,3.02,821,272047,3.33,39695,11917948,5.034,585.6,165348.8,3
Angus,C&L03,2015-16,7.47,668,89375,3.04,38558,12663109,6.644,535.6,128306.8,3
Angus,C&L03,2016-17,3.45,265,76860,3.31,41323,12466473,19.002,1156.6,115200,3
Angus,C&L03,2017-18,6.09,279,45808,3.5,41291,11809426,13.024,1103.2,113290,3
Angus,C&L03,2018-19,5.66,249,44015,3.47,41922,12070238,18.292,1184.4,162348.2,3
Angus,C&L03,2019-20,13.15,381,28963,3.27,41025.4182,12546007,5.5975,312.25,102630.25,3
Angus,C&L03,2020-21,1242.65,338,272,10.19,40427,3965942,315.4525,261,126801.5,3
Angus,C&L03,2021-22,47.29,416,8796,4.75,41624,8758605,13.775,330.75,175435.75,3
Angus,C&L04,2010-11,29248.44,3234,110570,25930.18,135410,5222100,26997.19875,3609.75,133232.5,3
Angus,C&L04,2011-12,27732.08,3068,110630,24280.66,127590,5254800,25678.8325,3496.75,133642.5,3
Angus,C&L04,2012-13,25746.49,2992,116210,23662.3,125732,5313600,23748.6225,3403.25,136012.5,3
Angus,C&L04,2013-14,26754.99,3110,116240,23296.36,124116,5327700,24602.06375,3586.5,136115,3
Angus,C&L04,2014-15,27301.56,3185,116660,23405.64,125164,5347600,24295.43375,3493.625,136630,3
Angus,C&L04,2015-16,28143.71,3290,116900,21794.16,117100,5373000,22187.19375,3364.625,137178.75,3
Angus,C&L04,2016-17,23429.45,2730,116520,20833.53,112599,5404700,21830.75875,3137.875,137826.25,3
Angus,C&L04,2017-18,25232.2,2934,116280,19811.79,107475,5424800,19132.7025,2869.75,138456.25,3
Angus,C&L04,2018-19,21466.74,2491,116040,20139.11,109518.5,5438100,20870.99125,3144.875,138881.25,3
Angus,C&L04,2019-20,23605.85,2743,116200,20112.3,109879.5175,5463300,19239.49,2897.625,139532.5,3
Angus,C&L04,2020-21,26126.75,3026,115820,19111.78,104465,5466000,19445.865,3122.375,139676.25,3
Angus,C&L04,2021-22,26274.54,3051,116120,20336.68,111443,5479900,20429.13875,3228.125,140471.25,3
Angus,C&L05a,2010-14,0.784,,,0.825,,,0.81975,,,3
Angus,C&L05a,2012-15,0.74,,,0.803,,,0.797125,,,3
Angus,C&L05a,2013-16,0.743,,,0.773,,,0.764875,,,3
Angus,C&L05a,2014-17,0.76,,,0.747,,,0.74875,,,3
Angus,C&L05a,2015-18,0.76,,,0.73,,,0.735875,,,3
Angus,C&L05a,2016-19,0.769,,,0.724,,,0.7375,,,3
Angus,C&L05a,2017-20,0.772,,,0.724,,,0.71275,,,3
Angus,C&L05a,2018-21,0.772,,,0.744,,,0.704875,,,3
Angus,C&L05a,2019-22,0.79,,,0.74,,,0.68775,,,3
Angus,C&L05b,2010-14,0.883,,,0.85,,,0.834875,,,3
Angus,C&L05b,2012-15,0.897,,,0.86,,,0.850375,,,3
Angus,C&L05b,2013-16,0.91,,,0.857,,,0.849625,,,3
Angus,C&L05b,2014-17,0.897,,,0.86,,,0.856375,,,3
Angus,C&L05b,2015-18,0.877,,,0.857,,,0.848,,,3
Angus,C&L05b,2016-19,0.862,,,0.848,,,0.845,,,3
Angus,C&L05b,2017-20,0.872,,,0.85,,,0.8395,,,3
Angus,C&L05b,2018-21,0.909,,,0.855,,,0.863375,,,3
Angus,C&L05b,2019-22,0.93,,,0.873,,,0.875,,,3
Angus,C&L05c,2010-14,0.618,,,0.765,,,0.694625,,,3
Angus,C&L05c,2012-15,0.63,,,0.763,,,0.71,,,3
Angus,C&L05c,2013-16,0.667,,,0.74,,,0.6925,,,3
Angus,C&L05c,2014-17,0.703,,,0.72,,,0.668375,,,3
Angus,C&L05c,2015-18,0.7,,,0.7,,,0.63075,,,3
Angus,C&L05c,2016-19,0.66,,,0.693,,,0.601375,,,3
Angus,C&L05c,2017-20,0.623,,,0.693,,,0.57925,,,3
Angus,C&L05c,2018-21,0.607,,,0.713,,,0.58525,,,3
Angus,C&L05c,2019-22,0.717,,,0.73,,,0.610875,,,3
Angus,C&L05d,2010-14,0.763,,,0.775,,,0.7905,,,3
Angus,C&L05d,2012-15,0.737,,,0.78,,,0.797125,,,3
Angus,C&L05d,2013-16,0.75,,,0.757,,,0.7805,,,3
Angus,C&L05d,2014-17,0.763,,,0.74,,,0.778,,,3
Angus,C&L05d,2015-18,0.777,,,0.727,,,0.763375,,,3
Angus,C&L05d,2016-19,0.775,,,0.714,,,0.743,,,3
Angus,C&L05d,2017-20,0.755,,,0.701,,,0.714875,,,3
Angus,C&L05d,2018-21,0.755,,,0.718,,,0.697125,,,3
Angus,C&L05d,2019-22,0.77,,,0.723,,,0.69025,,,3
Angus,CHN01,2010-11,4676.22,39472,8441,4834.5,1763933.499,364864,4498.98,45870.625,10327.375,3
Angus,CHN01,2011-12,4667.5,39305,8421,4771.39,1746184.828,365970,4455.515,45634.5,10304.75,3
Angus,CHN01,2012-13,4564.99,38775,8494,4734.37,1752747.89,370218,4448.6,46469.375,10410,3
Angus,CHN01,2013-14,4538.49,38736,8535,4716.26,1777657.006,376921,4475.9675,47855.25,10540.25,3
Angus,CHN01,2014-15,4692.07,40577,8648,4643.56,1786616,384751,4449.2725,48075.5,10692.5,3
Angus,CHN01,2015-16,4750.61,41088,8649,4710.21,1840217.479,390687,4505.135,49535.5,10851.875,3
Angus,CHN01,2016-17,5006.47,43341,8657,4805.69,1904193.259,396237,4753.205,52144.875,10978.25,3
Angus,CHN01,2017-18,5080.3,44224,8705,4988.83,1994783.253,399850,4932.26375,54735.75,11103.5,3
Angus,CHN01,2018-19,5060.11,44615,8817,5236.56,2093655,399815,5150.18625,57767.25,11123.125,3
Angus,CHN01,2019-20,5479.97,47884,8738,5615.8,2236964.641,398334,5482.5225,61522.125,11131.75,3
Angus,CHN01,2020-21,5953.8,50905,8550,5915.89,2330607,393957,5909.55375,64837,11029.25,3
Angus,CHN01,2021-22,6292.79,53130,8443,6336.52,2473228,390313,6349.185,69178,11014.375,3
Angus,CHN02,2010-11,6249.67,42979,6877,6384.16,1918011.499,300433,5957.71625,50042.75,8651.625,3
Angus,CHN02,2011-12,6259.1,42662,6816,6290.02,1865085.828,296515,5945.62125,50468.125,8571.875,3
Angus,CHN02,2012-13,6349.01,42113,6633,6400.93,1875292.89,292972,6186.2775,50979.125,8480.25,3
Angus,CHN02,2013-14,6282.54,41025,6530,6509.54,1878510.006,288578,6300.30375,51435.5,8351.25,3
Angus,CHN02,2014-15,6506.8,42073,6466,6564.98,1865558.039,284168,6470.18625,51819.25,8246.875,3
Angus,CHN02,2015-16,6616.62,42353,6401,6694.69,1883583.479,281355,6527.61375,51956.375,8193.875,3
Angus,CHN02,2016-17,6896.94,43699,6336,6814.4,1910811.259,280408,6716.21875,53263.125,8164.375,3
Angus,CHN02,2017-18,6798.68,43328,6373,6888.43,1938437.253,281405,6737.0025,53943.125,8181.125,3
Angus,CHN02,2018-19,6744.88,43437,6440,7171.62,2047963,285565,7017.6975,56598.375,8259.125,3
Angus,CHN02,2019-20,7147.64,46574,6516,7546.29,2199525.818,291471,7293.74625,60245,8424.125,3
Angus,CHN02,2020-21,7273.35,48826,6713,7656.72,2304322,300954,7570.1925,63826.75,8621.875,3
Angus,CHN02,2021-22,7420.3,49716,6700,7902.74,2424647,306811,7786.32625,67205.5,8754.125,3
Angus,CHN03,2010-11,2259.38,4338,1920,3343.6,307778,92050,2994.85875,5731,2023.75,2
Angus,CHN03,2011-12,2105.47,4232,2010,3082.54,292441,94870,2884.1175,5634.125,2036.25,2
Angus,CHN03,2012-13,1998.09,4184,2094,3097.18,303477,97985,2716.92875,5576.5,2133.125,2
Angus,CHN03,2013-14,1958.21,3983,2034,3001.24,308741,102871,2749.26875,5628.875,2135.375,2
Angus,CHN03,2014-15,2588.17,4638,1792,3303.4,335173,101463,3120.71,6443.25,2102.5,2
Angus,CHN03,2015-16,3632.73,6815,1876,3841.13,373596,97262,3612.895,7526,2096.375,2
Angus,CHN03,2016-17,3591.14,7132,1986,4200.19,407255,96961,3889.165,8156,2100.375,2
Angus,CHN03,2017-18,3548.48,7026,1980,4430.23,424828,95893,4028.74375,8401.25,2072.125,2
Angus,CHN03,2018-19,3796.09,7372,1942,5018.35,484517,96549,4797.60375,9691.375,2058.75,2
Angus,CHN03,2019-20,4941.63,9567,1936,6749.37,650470.1636,96375,6719.205,13548.75,2069.5,2
Angus,CHN03,2020-21,10599.44,18867,1780,9273.35,835770,90126,9708.18375,17967,1940,2
Angus,CHN03,2021-22,10330.92,18575,1798,10307.84,944229,91603,10393.38625,19802.375,1983.625,2
Angus,CHN04,2011-12,0.5,,,0.51,,,0.535,,,2
Angus,CHN04,2012-13,0.51,,,0.53,,,0.54,,,2
Angus,CHN04,2013-14,0.54,,,0.55,,,0.56375,,,2
Angus,CHN04,2014-15,0.56,,,0.57,,,0.57125,,,2
Angus,CHN04,2015-16,0.58,,,0.59,,,0.5925,,,2
Angus,CHN04,2016-17,0.6,,,0.6,,,0.60375,,,2
Angus,CHN04,2017-18,0.6,,,0.62,,,0.62375,,,2
Angus,CHN04,2018-19,0.63,,,0.63,,,0.6275,,,2
Angus,CHN04,2019-20,0.61,,,0.64,,,0.6325,,,2
Angus,CHN04,2020-21,0.65,,,0.67,,,0.65625,,,2
Angus,CHN04,2021-22,0.67,,,0.69,,,0.68,,,2
Angus,CHN05,2011-12,0.24,,,0.26,,,0.26625,,,2
Angus,CHN05,2012-13,0.25,,,0.27,,,0.275,,,2
Angus,CHN05,2013-14,0.26,,,0.29,,,0.30375,,,2
Angus,CHN05,2014-15,0.29,,,0.31,,,0.31,,,2
Angus,CHN05,2015-16,0.32,,,0.33,,,0.33,,,2
Angus,CHN05,2016-17,0.32,,,0.34,,,0.3375,,,2
Angus,CHN05,2017-18,0.33,,,0.34,,,0.34375,,,2
Angus,CHN05,2018-19,0.3,,,0.35,,,0.33875,,,2
Angus,CHN05,2019-20,0.31,,,0.38,,,0.3625,,,2
Angus,CHN05,2020-21,0.38,,,0.41,,,0.39625,,,2
Angus,CHN05,2021-22,0.33,,,0.4,,,0.3775,,,2
Angus,CHN06,2011-12,0.21,,,0.29,,,0.277142857,,,2
Angus,CHN06,2012-13,0.24,,,0.32,,,0.28,,,2
Angus,CHN06,2013-14,0.34,,,0.34,,,0.302857143,,,2
Angus,CHN06,2014-15,0.41,,,0.37,,,0.34125,,,2
Angus,CHN06,2015-16,0.39,,,0.4,,,0.35625,,,2
Angus,CHN06,2016-17,0.46,,,0.41,,,0.38875,,,2
Angus,CHN06,2017-18,0.34,,,0.42,,,0.392857143,,,2
Angus,CHN06,2018-19,0.46,,,0.45,,,0.4,,,2
Angus,CHN06,2019-20,0.42,,,0.47,,,0.4,,,2
Angus,CHN06,2020-21,0.39,,,0.49,,,0.4725,,,2
Angus,CHN06,2021-22,0.48,,,0.52,,,0.45875,,,2
Angus,CHN07,2011-12,0.1,,,0.1,,,0.09,,,2
Angus,CHN07,2012-13,0.1,,,0.11,,,0.1,,,2
Angus,CHN07,2013-14,0.12,,,0.14,,,0.111428571,,,2
Angus,CHN07,2014-15,0.18,,,0.14,,,0.123333333,,,2
Angus,CHN07,2015-16,0.18,,,0.15,,,0.135714286,,,2
Angus,CHN07,2016-17,0.18,,,0.16,,,0.1175,,,2
Angus,CHN07,2017-18,0.13,,,0.17,,,0.17,,,2
Angus,CHN07,2018-19,0.18,,,0.19,,,0.15,,,2
Angus,CHN07,2019-20,0.17,,,0.21,,,0.164285714,,,2
Angus,CHN07,2020-21,0.18,,,0.23,,,0.21625,,,2
Angus,CHN07,2021-22,0.16,,,0.23,,,0.1725,,,2
Angus,CHN08a,2010-11,2793.2692,2324,16,2810.496,213519,1461,2406.69435,3770.625,31.25,2
Angus,CHN08a,2011-12,3630.7692,2832,15,3014.2252,224608,1433,2590.827213,4550.625,32.875,2
Angus,CHN08a,2012-13,3510.181,3103,17,2930.1475,223371,1466,2763.69005,4877.125,31.875,2
Angus,CHN08a,2013-14,4324.5192,3598,16,3104.6485,236835,1467,2926.072738,4965.375,33,2
Angus,CHN08a,2014-15,4620.879,3364,14,3170.9638,252117,1529,3009.245413,4984.375,32.875,2
Angus,CHN08a,2015-16,4183.1502,4568,21,3405.8513,261583,1477,3222.796763,5535,32.25,2
Angus,CHN08a,2016-17,4012.5,4173,20,3386.6927,265747,1509,3047.050988,5513.5,34.5,2
Angus,CHN08a,2017-18,4816.8498,5260,21,3501.2592,275283,1512,3273.083288,6042.375,35.625,2
Angus,CHN08a,2018-19,4206.9231,5469,25,3830.7481,288440,1448,3924.4243,7090.25,34.375,2
Angus,CHN08a,2019-20,4143.8746,5818,27,3910.261,287107,1412,3798.02695,7008.125,34.125,2
Angus,CHN08a,2020-21,4838.141,6038,24,4379.875,292891,1286,4459.201563,7041.875,30.25,2
Angus,CHN08a,2021-22,3508.316,6750,37,4702.1029,313950,1284,4388.801688,7445.5,32.125,2
Angus,CHN08b,2010-11,352.2354,4286,234,204.7654,157268,14770,218.3228,2481,235.625,2
Angus,CHN08b,2011-12,351.2187,4438,243,221.2179,170422,14815,243.1956125,2821.5,229,2
Angus,CHN08b,2012-13,320.6487,3935,236,249.8415,189238,14566,251.520075,2893,225.875,2
Angus,CHN08b,2013-14,304.5373,4054,256,264.3037,194241,14133,261.698375,2962.75,221.625,2
Angus,CHN08b,2014-15,306.836,3941,247,278.3838,200796,13871,287.559225,3094.25,211.625,2
Angus,CHN08b,2015-16,359.4469,4056,217,291.5698,209837,13840,301.387725,3257.625,213.625,2
Angus,CHN08b,2016-17,328.2325,4011,235,316.2404,220159,13388,277.199425,3141.5,228.75,2
Angus,CHN08b,2017-18,346.99,4150,230,332.3833,225417,13042,302.5209625,3303.75,222.125,2
Angus,CHN08b,2018-19,375.0438,4271,219,343.1042,228620,12814,312.0939625,3352.25,213.625,2
Angus,CHN08b,2019-20,368.1558,4384,229,352.7033,235658,12849,309.443875,3328.375,215,2
Angus,CHN08b,2020-21,372.906,4363,225,382.1829,237866,11969,343.2521125,3442.875,200.625,2
Angus,CHN08b,2021-22,523.5412,4737,174,402.5337,236780,11312,390.0630875,3589,179.625,2
Angus,CHN09,2010-11,0.936,,,0.91,,,0.88625,,,2
Angus,CHN09,2011-12,0.9419,,,0.9118,,,0.8797625,,,2
Angus,CHN09,2012-13,0.9328,,,0.9086,,,0.8794625,,,2
Angus,CHN09,2013-14,0.9412,,,0.906,,,0.87345,,,2
Angus,CHN09,2014-15,0.9464,,,0.9007,,,0.86935,,,2
Angus,CHN09,2015-16,0.9118,,,0.9036,,,0.871975,,,2
Angus,CHN09,2016-17,0.9216,,,0.8987,,,0.8735875,,,2
Angus,CHN09,2017-18,0.9163,,,0.8961,,,0.8628,,,2
Angus,CHN09,2018-19,0.8975,,,0.8985,,,0.8638625,,,2
Angus,CHN09,2019-20,0.8945,,,0.901,,,0.8653625,,,2
Angus,CHN09,2020-21,0.9036,,,0.903,,,0.868675,,,2
Angus,CHN09,2021-22,0.8246,,,0.8981,,,0.848375,,,2
Angus,CHN10,2010-14,0.783333333,,,0.824,,,0.8325,,,2
Angus,CHN10,2012-15,0.723333333,,,0.81,,,0.8075,,,2
Angus,CHN10,2013-16,0.743333333,,,0.78,,,0.781666667,,,2
Angus,CHN10,2014-17,0.756666667,,,0.753,,,0.77125,,,2
Angus,CHN10,2015-18,0.77,,,0.723,,,0.750833333,,,2
Angus,CHN10,2016-19,0.781333333,,,0.718,,,0.745333333,,,2
Angus,CHN10,2017-20,0.744666667,,,0.718,,,0.730333333,,,2
Angus,CHN10,2018-21,0.804666667,,,0.745,,,0.757833333,,,2
Angus,CHN10,2019-22,0.813333333,,,0.75,,,0.7625,,,2
Angus,CHN11,2011-12,0.942807626,,,0.902844507,,,0.904280387,,,2
Angus,CHN11,2012-13,0.939655172,,,0.919220865,,,0.921735747,,,2
Angus,CHN11,2013-14,0.927435388,,,0.925567917,,,0.932210892,,,2
Angus,CHN11,2014-15,0.94504644,,,0.931588272,,,0.936559374,,,2
Angus,CHN11,2015-16,0.954360228,,,0.935149603,,,0.943508379,,,2
Angus,CHN11,2016-17,0.946956522,,,0.938693957,,,0.9478437,,,2
Angus,CHN11,2017-18,0.952252252,,,0.945565651,,,0.952569535,,,2
Angus,CHN11,2018-19,0.955685619,,,0.950462219,,,0.948338757,,,2
Angus,CHN11,2019-20,0.9372,,,0.9334,,,0.93305,,,2
Angus,CHN11,2020-21,0.957393484,,,0.954774761,,,0.95240104,,,2
Angus,CHN11,2021-22,0.931402439,,,0.957311223,,,0.955044901,,,2
Angus,CHN12a,2011-12,741.6,,,769.68,,,793.6875,,,2
Angus,CHN12a,2012-13,769.55,,,797.61,,,811.47875,,,2
Angus,CHN12a,2013-14,790.05,,,826.62,,,842.1875,,,2
Angus,CHN12a,2014-15,836.67,,,860.04,,,869.32375,,,2
Angus,CHN12a,2015-16,819.7,,,877.23,,,880.71875,,,2
Angus,CHN12a,2016-17,826.43,,,888.15,,,876.36125,,,2
Angus,CHN12a,2017-18,811.43,,,893.97,,,881.365,,,2
Angus,CHN12a,2018-19,802.94,,,895.01,,,854.1175,,,2
Angus,CHN12a,2019-20,799.26,,,929.98,,,873.0525,,,2
Angus,CHN12a,2020-21,889.81,,,972.41,,,951.025,,,2
Angus,CHN12a,2021-22,845.77,,,980.72,,,947.95125,,,2
Angus,CHN12b,2011-12,400,,,478,,,463.5,,,2
Angus,CHN12b,2012-13,465,,,510,,,503.5,,,2
Angus,CHN12b,2013-14,543,,,551,,,506.125,,,2
Angus,CHN12b,2014-15,645,,,581,,,539.125,,,2
Angus,CHN12b,2015-16,609,,,603,,,550.75,,,2
Angus,CHN12b,2016-17,674,,,625,,,569.25,,,2
Angus,CHN12b,2017-18,503,,,620,,,583.5,,,2
Angus,CHN12b,2018-19,635,,,628,,,577.375,,,2
Angus,CHN12b,2019-20,539,,,649,,,601.25,,,2
Angus,CHN12b,2020-21,528,,,688,,,660.125,,,2
Angus,CHN12b,2021-22,570,,,702,,,611,,,2
Angus,CHN12c,2011-12,575,,,618,,,604.25,,,2
Angus,CHN12c,2012-13,573,,,644,,,597.25,,,2
Angus,CHN12c,2013-14,593,,,685,,,632.125,,,2
Angus,CHN12c,2014-15,645,,,716,,,676.75,,,2
Angus,CHN12c,2015-16,647,,,741,,,699.75,,,2
Angus,CHN12c,2016-17,616,,,751,,,690.5,,,2
Angus,CHN12c,2017-18,663,,,752,,,698.25,,,2
Angus,CHN12c,2018-19,653,,,743,,,660.375,,,2
Angus,CHN12c,2019-20,569,,,759,,,675.875,,,2
Angus,CHN12c,2020-21,737,,,817,,,731.625,,,2
Angus,CHN12c,2021-22,693,,,827,,,751.25,,,2
Angus,CHN12d,2011-12,698,,,759,,,765.5,,,2
Angus,CHN12d,2012-13,674,,,788,,,752.25,,,2
Angus,CHN12d,2013-14,734,,,816,,,805.875,,,2
Angus,CHN12d,2014-15,740,,,851,,,829.75,,,2
Angus,CHN12d,2015-16,761,,,864,,,836,,,2
Angus,CHN12d,2016-17,878,,,882,,,833.5,,,2
Angus,CHN12d,2017-18,838,,,899,,,853,,,2
Angus,CHN12d,2018-19,771,,,875,,,826.5,,,2
Angus,CHN12d,2019-20,750,,,906,,,846.625,,,2
Angus,CHN12d,2020-21,868,,,975,,,961.875,,,2
Angus,CHN12d,2021-22,842,,,965,,,942.375,,,2
Angus,CHN12e,2011-12,835,,,909,,,899.875,,,2
Angus,CHN12e,2012-13,893,,,929,,,921.5,,,2
Angus,CHN12e,2013-14,859,,,962,,,957.75,,,2
Angus,CHN12e,2014-15,967,,,984,,,965.625,,,2
